,Intl_Calls,Intl_Charge,Total_Minutes,Total_Charge,Min_Call,Total_Calls,Cost_Call,Region_Code
194,4           3,1.81,604.2,58.66,2.07,292,4.98,7
194,5           3,2.3,603.6,68.18,2.56,236,3.46,1
194,6           5,1.38,552.5,58.9,2.08,266,4.52,3
194,7           4,2.16,636.3,62.17,2.12,300,4.83,3
194,8           2,1.84,653.5,59.23,2,327,5.52,5
194,9           8,2.7,617.4,60.43,2.12,291,4.82,3
195,0           4,1.89,471.5,47.5,1.56,302,6.36,6
195,1           7,2.59,469.9,46.52,1.36,346,7.44,3
195,2           6,1.65,594.8,58.99,1.79,333,5.65,5
195,3           5,3,666.8,67.62,1.88,355,5.25,1
195,4          10,3.19,721.4,76.01,2.25,320,4.21,3
195,5           4,1.51,617.5,63.72,2.17,285,4.47,3
195,6           4,3.4,578.3,62,2.25,257,4.15,5
195,7           2,2.75,583.3,63.31,2.05,285,4.5,5
195,8           2,3.35,400.1,42.77,1.4,286,6.69,4
195,9           3,3.46,672.9,67.85,2.45,275,4.05,4
196,0          11,3.75,375.4,40.61,1.37,274,6.75,6
196,1           4,3,540,51.43,1.82,296,5.76,5
196,2           3,2.81,612.4,53.07,1.88,326,6.14,6
196,3           5,2.73,465,45.28,1.3,359,7.93,4
196,4           6,2.97,563.5,57.35,1.9,297,5.18,5
196,5           2,3,629.9,67.21,1.87,336,5,4
196,6           7,0.54,590.6,55.6,1.73,342,6.15,3
196,7          10,2.54,557.3,53.24,1.79,312,5.86,3
196,8           6,2.16,543.9,55.8,1.8,302,5.41,5
196,9           2,3.65,603.8,54.24,2.05,295,5.44,3
197,0           3,3.51,601.9,59.51,1.88,320,5.38,5
197,1           4,2.43,728.9,69.07,2.29,318,4.6,3
197,2           4,3.38,555.4,56.83,1.99,279,4.91,3
197,3           1,1.7,678.7,76.94,2.27,299,3.89,2
197,4           2,2.35,599.5,55.13,2.49,241,4.37,5
197,5           2,1.89,468.7,46.27,1.58,296,6.4,1
197,6           2,2.81,652.1,68.3,2.22,294,4.3,2
197,7           6,4.21,630.1,69.95,2.08,303,4.33,5
197,8           3,3.59,549.8,59.97,2.2,250,4.17,4
197,9           3,2,609.8,63.89,2.47,247,3.87,2
198,0           2,3.43,646.6,59.8,2.16,299,5,5
198,1           5,1.43,585.8,52.23,1.63,359,6.87,4
198,2           4,4.24,628,62.5,2.44,257,4.11,3
198,3           3,2.54,604.8,56.21,2.22,272,4.84,5
198,4           5,4.43,674.1,77.14,2.16,312,4.04,5
198,5           5,2.21,535.5,49.93,1.65,325,6.51,2
198,6           1,3.27,313,23.25,1.15,273,11.74,3
198,7           4,2.75,475.5,50.32,1.45,329,6.54,7
198,8           2,3.27,560.5,54.14,1.88,298,5.5,6
198,9           7,3.24,645.3,60.3,2.87,225,3.73,2
199,0           4,3.35,593.9,55.55,1.89,315,5.67,5
199,1           3,3.4,578,58.66,1.83,316,5.39,5
199,2           3,2.05,560.8,60.49,2.1,267,4.41,4
199,3           3,1.22,701.1,70.26,2.45,286,4.07,3
199,4           7,2.86,435.9,49.5,1.63,267,5.39,5
199,5           1,3.16,741.6,78.37,2.17,341,4.35,2
199,6           3,2.05,672.4,66.42,1.96,343,5.16,2
199,7           6,3.54,575,67.28,2.11,273,4.06,3
199,8           3,2.62,471.9,43.26,1.67,283,6.54,5
199,9           9,2.94,447.2,40.69,1.63,274,6.73,2
200,0           3,2.73,532.4,53.72,1.81,294,5.47,4
200,1          14,2.89,689.5,76.37,2.02,342,4.48,6
200,2           5,3.48,632,60.59,1.9,333,5.5,4
200,3           6,3.51,555.2,58.2,1.6,346,5.95,1
200,4           3,4.81,643.6,63.11,2.41,267,4.23,1
200,5           7,3,546,51.93,1.93,283,5.45,4
200,6           2,1.78,557.7,57.59,2.04,273,4.74,5
200,7           6,1.67,670.1,71.14,2.2,304,4.27,3
200,8           4,3.21,570.1,68.37,1.85,308,4.5,6
200,9           4,2.24,502.3,48.13,1.64,307,6.38,6
201,0           7,3.43,479.1,45.24,1.31,367,8.11,5
201,1           7,2.51,589.3,60.63,1.82,323,5.33,2
201,2           2,1.65,474.1,50.63,1.53,310,6.12,3
201,3           2,2.92,560.5,59.82,2.06,272,4.55,1
201,4           3,3.7,553.6,57.94,1.96,283,4.88,3
201,5           4,3.73,569,67.37,1.96,290,4.3,3
201,6           5,2.48,649.2,66.99,2.15,302,4.51,4
201,7           4,2.57,542.2,54.38,1.67,324,5.96,5
201,8          11,2.03,625.9,60.7,1.94,323,5.32,2
201,9           4,3,545.2,58.72,1.87,292,4.97,4
202,0           1,1.4,692.7,71.57,2.56,271,3.79,3
202,1           4,3,577.7,59.27,1.82,317,5.35,4
202,2           7,2.86,494.1,47.9,1.93,256,5.34,5
202,3           3,3.62,507.6,55.49,1.66,306,5.51,6
202,4           3,3.4,544.4,55.21,1.98,275,4.98,5
202,5           3,3.62,542.4,54.49,1.49,364,6.68,3
202,6           6,3.81,617.9,57.95,1.85,334,5.76,2
202,7           3,2.92,595.4,58.05,1.75,340,5.86,3
202,8           3,2.35,792,84.68,2.54,312,3.68,3
202,9          10,3.89,549.4,54.53,1.69,326,5.98,6
203,0           1,3.19,647.3,68.14,2.09,309,4.53,3
203,1           9,3.08,603.7,56.96,1.92,314,5.51,3
203,2          10,3.56,605.2,56.2,2.29,264,4.7,4
203,3           4,2.81,757.7,74.8,3.34,227,3.03,4
203,4           2,3.94,697.2,61.14,2.06,339,5.54,2
203,5           3,2.35,714.7,71.15,3.08,232,3.26,3
203,6           6,2.16,561.9,64.31,1.68,334,5.19,1
203,7           8,1.81,489.3,43.62,1.47,333,7.63,3
203,8           8,2.73,766.2,79.64,2.39,321,4.03,6
203,9           2,2.86,539,50.81,1.7,317,6.24,5
204,0           1,2.62,543.6,44.7,1.54,353,7.9,3
204,1           4,2.67,576.2,63.34,2.38,242,3.82,3
204,2           8,3.02,692.5,73.82,2.69,257,3.48,2
204,3           5,1.73,486.2,46.55,1.55,314,6.75,5
204,4          10,2.7,574.5,57.83,1.57,365,6.31,2
204,5           4,3.67,615.1,69.66,1.92,320,4.59,3
204,6           5,3,602.8,56.02,1.94,310,5.53,4
204,7           4,3.29,619.5,63.65,1.84,337,5.29,3
204,8           9,2.59,582.2,55.07,1.66,351,6.37,3
204,9           2,1.89,634,64.07,2.28,278,4.34,3
205,0           4,2.03,585.8,59.53,1.95,301,5.06,2
205,1           6,2.21,668.5,72.49,2.12,316,4.36,3
205,2           6,2.62,554.5,50.27,1.72,322,6.41,2
205,3           4,3.51,613.9,72.9,1.67,368,5.05,2
205,4           2,1.92,481.2,49.33,1.47,327,6.63,4
205,5           3,3.65,480.9,54.5,1.66,290,5.32,5
205,6           7,3.59,567.3,54.38,1.75,325,5.98,4
205,7           3,3.11,507.5,43.65,1.73,294,6.74,4
205,8           9,3.27,749.6,73.06,2.85,263,3.6,4
205,9           2,2.4,729.5,76.22,2.35,311,4.08,3
206,0           5,1.97,703.3,69.45,2.55,276,3.97,3
206,1           3,2.78,618.5,72.59,1.9,325,4.48,3
206,2           4,2.78,659.6,62.68,2,330,5.26,4
206,3           5,2.73,505.3,44.42,1.3,390,8.78,5
206,4           3,2.48,589.4,54.31,2.28,259,4.77,5
206,5           6,3.29,583.7,61.75,2.34,249,4.03,4
206,6           5,4.08,659.6,64.56,2.14,308,4.77,5
206,7           3,2.67,555.2,57.02,2.01,276,4.84,7
206,8           4,3.32,444.8,50.6,1.6,278,5.49,7
206,9           2,2.65,697.8,76.29,2.06,338,4.43,1
207,0           5,3.54,544.4,58.4,1.92,284,4.86,4
207,1           9,1.13,746.4,69.74,2.33,320,4.59,7
207,2           6,1.76,451.9,48.53,1.3,347,7.15,3
207,3           4,3.05,645.8,61.29,1.89,342,5.58,3
207,4           5,1.78,632.1,58.58,1.86,340,5.8,3
207,5           1,2.38,545.2,56.85,1.47,370,6.51,2
207,6           2,2.73,702.7,72.73,2.15,327,4.5,4
207,7           3,3.54,668.2,68.66,1.84,363,5.29,3
207,8           4,1.16,401.3,42.47,1.46,274,6.45,6
207,9           9,3.54,684.8,71.04,2.14,320,4.5,3
208,0           5,3.21,748.9,73.43,2.83,265,3.61,3
208,1           7,2.73,546.1,49.87,1.69,323,6.48,5
208,2           4,2.65,646.4,66.91,2.27,285,4.26,4
208,3           6,2.24,493.8,49.89,1.82,272,5.45,7
208,4           5,2.38,574.4,56.72,2.01,286,5.04,5
208,5           7,3,518.4,49.27,1.69,306,6.21,3
208,6           2,3.4,615.7,54.79,2.47,249,4.54,2
208,7           8,3,600.6,58.31,1.9,316,5.42,3
208,8           3,4.43,574.4,63.48,2.02,284,4.47,3
208,9           7,3,696.3,64.38,2.32,300,4.66,4
209,0           5,2.86,609.3,67.14,2.04,298,4.44,5
209,1           2,2.03,571.3,59.5,2.33,245,4.12,4
209,2           4,2.92,577.2,61.5,1.67,346,5.63,3
209,3           3,3.48,621.1,64.58,2.41,258,4,1
209,4           6,2.97,536.1,56.93,1.87,286,5.02,2
209,5           4,3.59,592.5,66.75,1.74,340,5.09,2
209,6           4,4.35,480.6,58.93,1.81,265,4.5,3
209,7           4,2.65,546.4,54.19,1.98,276,5.09,2
209,8           4,2.65,595,55.74,1.77,337,6.05,3
209,9           5,2.73,817.7,85.53,2.47,331,3.87,4
210,0           7,3.59,372.6,33.97,1.18,315,9.27,4
210,1           6,1.86,555.1,52.83,1.82,305,5.77,7
210,2           3,3.43,655.1,71.81,2.19,299,4.16,3
210,3           4,2.62,723.8,80.07,2.38,304,3.8,4
210,4           4,2.94,472.3,46.02,1.74,271,5.89,5
210,5           7,2.59,639,70.55,2.35,272,3.86,4
210,6           2,3.67,615.1,64.93,2.04,302,4.65,5
210,7           6,2.73,747.2,76.38,2.44,306,4.01,3
210,8           4,2.57,535.2,52.74,2.12,252,4.78,3
210,9           1,3.4,568.8,57.42,1.77,322,5.61,2
211,0           6,2.75,512.5,49.6,1.82,282,5.69,4
211,1           1,3.89,574.4,47.14,2.15,267,5.66,5
211,2           2,3.29,519.3,51.56,1.9,273,5.29,5
211,3           4,3.16,799.9,85.09,2.7,296,3.48,4
211,4           5,3.59,621,70.28,2.19,284,4.04,6
211,5           1,4.1,620.3,62.91,1.91,324,5.15,1
211,6           4,3.83,484.8,54.51,2.05,236,4.33,5
211,7           7,3.21,581.5,63.11,1.74,334,5.29,2
211,8           1,2.65,592.1,57.79,1.93,306,5.3,6
211,9           4,3.13,735.6,76.63,2.48,297,3.88,1
212,0           3,3.7,614.2,58.69,2.36,260,4.43,2
212,1           2,3.43,525.8,48.87,1.76,298,6.1,1
212,2           3,4.43,803.7,83.33,2.95,272,3.26,5
212,3           3,2.19,464.3,42.29,1.66,280,6.62,3
212,4           3,2.89,478.1,33.74,1.53,313,9.28,3
212,5          10,1.03,625.2,55.45,2.47,253,4.56,4
212,6           6,2.62,698,71.43,2.22,314,4.4,3
212,7           5,3.02,630.4,63.71,2.28,276,4.33,4
212,8           6,2.75,469.6,44.08,1.58,297,6.74,2
212,9           4,2,690.3,61.02,1.92,359,5.88,4
213,0          10,2.94,671.1,72.7,2.31,291,4,6
213,1           4,2.97,599.5,54.94,2.25,266,4.84,3
213,2           3,1.62,485.8,44.79,1.5,323,7.21,5
213,3           8,2.78,625.7,63.59,2.2,285,4.48,3
213,4           1,3.51,700.4,69.19,2.93,239,3.45,4
213,5           2,3.02,543.2,55.85,1.54,352,6.3,5
213,6           7,3.05,680.2,69.67,2.28,298,4.28,5
213,7           3,2.4,591.6,63.51,1.91,309,4.87,4
213,8           1,2.94,663.9,64.02,1.94,342,5.34,2
213,9           5,3.24,755.9,76.54,2.28,332,4.34,5
214,0           5,3.56,592,59.79,2.14,276,4.62,4
214,1           3,1.78,583.7,50.35,1.84,317,6.3,3
214,2           3,3.38,465.6,44.25,1.42,328,7.41,2
214,3           5,3.05,479.5,48.62,1.58,304,6.25,4
214,4           2,3.43,471.9,46.31,1.94,243,5.25,5
214,5           5,2.92,681.4,64.64,2.21,309,4.78,6
214,6           4,2.94,541.2,59.37,1.64,329,5.54,5
214,7           4,3.43,691.2,75.67,2.3,300,3.96,3
214,8           7,2.7,606.4,56.53,2.22,273,4.83,2
214,9           5,3.13,621.2,74.54,2.39,260,3.49,3
215,0           4,3.4,724.4,75.86,2.09,346,4.56,5
215,1           6,2.59,564.4,50.5,1.79,316,6.26,5
215,2           3,3,508.7,57.42,1.51,336,5.85,7
215,3           4,2.57,424.7,39.66,1.49,285,7.19,2
215,4           8,3.38,741.9,70.76,2.12,350,4.95,2
215,5           5,3.24,707.1,78.53,2.2,322,4.1,5
215,6          11,3.05,640.2,67.12,2.11,304,4.53,5
215,7           2,2.75,557.6,56.62,1.67,333,5.88,3
215,8           3,3.56,560.5,44.72,1.97,284,6.35,5
215,9           2,3.51,665.1,63.91,2.03,328,5.13,3
216,0           1,2.13,610.2,54.02,2.2,277,5.13,2
216,1           5,3.27,545.2,56.26,2.13,256,4.55,4
216,2           4,1.86,725.1,71.81,2.32,313,4.36,5
216,3          10,2,716.8,73.54,2.33,307,4.17,3
216,4           1,2.67,632,72.17,2.27,278,3.85,5
216,5           3,3.51,605.9,61.33,1.9,319,5.2,3
216,6           2,3.02,598.4,64.22,2.07,289,4.5,3
216,7           8,1.81,584,52.81,1.84,317,6,1
216,8           3,2.78,479.5,54.56,1.35,354,6.49,5
216,9           2,2.86,621,60.04,2.31,269,4.48,3
217,0           4,2.94,668.6,63.76,2.19,305,4.78,4
217,1           1,1.84,607.8,60.11,1.91,318,5.29,2
217,2           4,3.02,607.4,64.27,2.32,262,4.08,5
217,3           7,3.59,392.6,33.8,1.13,346,10.24,3
217,4           5,2.78,372.1,37.86,1.28,291,7.69,3
217,5           5,2.38,516.5,50.74,1.62,319,6.29,6
217,6           4,2.11,612.5,58.34,2.34,262,4.49,2
217,7           1,3.54,637.9,61.8,2.29,279,4.51,3
217,8           5,1.97,509.3,47.73,1.64,310,6.49,2
217,9           3,3.13,396.3,39.7,1.29,308,7.76,6
218,0           7,0.78,562,52,1.66,339,6.52,5
218,1           5,4.05,632.6,67.48,1.9,333,4.93,7
218,2           4,3.51,676.9,65.36,2.05,330,5.05,2
218,3           6,3.78,621,60.79,1.79,347,5.71,5
218,4           5,3.19,678.5,65.38,2.25,302,4.62,2
218,5           3,3.51,545,57.29,1.79,305,5.32,6
218,6           2,2.94,796.6,80.39,2.81,283,3.52,6
218,7           4,3.35,571.4,56.58,1.9,300,5.3,1
218,8           4,1.97,687.7,60.83,2.19,314,5.16,2
218,9           4,2.62,444.9,41.29,1.41,316,7.65,4
219,0           1,2.94,545.3,48.74,1.8,303,6.22,5
219,1           9,1.46,404,37.54,1.29,313,8.34,4
219,2           6,1.43,588.4,57.04,2.09,281,4.93,4
219,3           2,2.54,668.2,72.89,2.48,269,3.69,6
219,4           3,2.43,568.2,47.45,1.96,290,6.11,5
219,5          10,1.65,558.9,53.9,1.85,302,5.6,5
219,6           4,3.11,629.1,65.45,2.6,242,3.7,3
219,7           1,0.84,633.5,65.12,2.14,296,4.55,5
219,8           5,0.89,547.7,65.37,1.57,348,5.32,5
219,9           4,2.3,669.3,69.16,2.65,253,3.66,1
220,0           6,2.27,522.3,52.48,1.82,287,5.47,5
220,1           3,3.78,477.4,43.06,1.32,362,8.41,4
220,2           3,2.81,559.6,60.47,2.17,258,4.27,3
220,3           2,2.97,690.1,63.43,2.17,318,5.01,4
220,4           3,1.84,459.9,46.96,1.22,377,8.03,5
220,5           8,3.02,534.5,51.07,1.52,352,6.89,3
220,6           4,2.86,575.3,59.73,1.57,366,6.13,5
220,7           5,2.65,480.9,47.71,1.45,331,6.94,3
220,8           3,2.59,616.2,58.87,1.9,324,5.5,5
220,9           3,1.84,480.9,50.42,1.76,273,5.41,1
221,0           7,3.16,736,78.22,2.75,268,3.43,2
221,1           3,3,640.1,66.98,1.98,324,4.84,4
221,2          12,1.3,595.9,65.1,2.22,268,4.12,5
221,3           2,3.35,730.1,74.93,2.73,267,3.56,6
221,4           7,3.51,624.9,64.44,1.76,355,5.51,4
221,5           3,3.11,712.8,79.38,2.36,302,3.8,5
221,6           3,3.19,619,67.86,2.2,282,4.16,5
221,7           5,3.08,559.6,58.61,1.81,310,5.29,1
221,8           5,3.05,611.4,56.63,2.02,303,5.35,3
221,9           4,2.67,456,39.44,1.61,283,7.18,5
222,0           7,2.32,635.5,62.64,2.35,271,4.33,5
222,1           6,2.75,573.4,59.53,2.16,265,4.45,5
222,2           9,3.27,616.7,58.87,2.1,293,4.98,7
222,3           4,2.97,524.6,57.39,1.74,301,5.24,2
222,4           5,4.19,509,49.72,2.18,234,4.71,3
222,5           5,3.27,633.4,61.19,2.52,251,4.1,4
222,6           2,2.84,512.7,51.09,1.59,323,6.32,4
222,7           6,2.75,688.9,71.96,2.01,343,4.77,5
222,8           5,2.05,581.9,62.01,2.24,260,4.19,1
222,9           5,4.75,709,69.8,2.2,322,4.61,3
223,0           3,2.11,541.3,60.46,1.56,348,5.76,5
223,1           9,1.92,378.2,34.11,1.2,314,9.21,5
223,2           5,3.35,526.8,44.87,1.86,283,6.31,2
223,3           5,2.97,597.2,54.29,2.07,289,5.32,1
223,4           1,2.7,579.4,63.78,1.94,299,4.69,5
223,5           3,2.62,602.8,61.37,2.51,240,3.91,4
223,6           6,3.89,623.8,69.65,1.79,348,5,3
223,7           7,1.84,595.5,56.34,2.07,287,5.09,2
223,8           4,4.67,695.4,75.79,2.02,345,4.55,3
223,9           3,2.51,596.3,59.6,1.68,355,5.96,5
224,0           7,3.7,521.2,52.91,1.78,293,5.54,2
224,1           3,1.32,413.3,30.18,1.25,330,10.93,1
224,2           3,3.08,633.7,63.21,2.16,294,4.65,2
224,3           4,2.32,532.1,52.27,1.64,324,6.2,3
224,4           3,2.94,678.5,70.72,2.46,276,3.9,3
224,5           5,2.38,514.5,58.55,1.7,302,5.16,4
224,6           6,3.05,546.2,52.44,2.14,255,4.86,2
224,7           3,3.46,611.6,63.15,1.96,312,4.94,2
224,8           3,3.59,729.7,74.08,2.09,349,4.71,4
224,9           4,3.89,444.4,41.92,1.76,253,6.04,5
225,0           4,1.94,719.3,68.62,1.89,381,5.55,4
225,1           6,1.73,462.5,53.53,1.69,273,5.1,3
225,2           6,2.86,393,28.73,1.18,334,11.63,4
225,3           8,2.4,533.7,42,1.85,289,6.88,4
225,4           3,1.81,535.8,53.67,2.16,248,4.62,5
225,5           4,3.05,460.2,47.52,1.43,321,6.76,5
225,6           6,0.7,615.2,60.84,1.97,312,5.13,2
225,7           3,3.65,676.2,68.8,2.43,278,4.04,5
225,8           3,1.94,689.6,75.04,2.45,282,3.76,5
225,9           7,2.73,664.3,77.3,2.26,294,3.8,5
226,0           5,3.51,733.3,80.13,2.37,310,3.87,3
226,1           5,2.54,676.7,72.1,2.86,237,3.29,3
226,2           1,3.94,415.2,37.44,1.71,243,6.49,5
226,3           9,2.43,662.6,71.76,1.64,403,5.62,2
226,4           3,2.35,611.4,62.24,1.96,312,5.01,5
226,5           4,2.35,763.1,81.17,2.82,271,3.34,7
226,6           4,2.7,570.5,64.29,1.94,294,4.57,2
226,7           4,3.46,760.7,84.92,2.09,364,4.29,5
226,8           7,3.05,563.5,53.76,1.84,306,5.69,5
226,9          13,2.21,420.2,37.18,1.17,358,9.63,7
227,0           4,3.29,740.2,69.68,2.78,266,3.82,7
227,1          10,2.35,685.3,58.54,2.39,287,4.9,4
227,2           2,3.16,666,58.59,2.2,303,5.17,5
227,3           3,2.05,478,51.07,1.45,329,6.44,4
227,4           2,2.67,649.4,71.01,3.15,206,2.9,5
227,5           7,2.08,626.5,64.28,1.76,355,5.52,2
227,6           2,1.59,555.4,55.59,2.66,209,3.76,4
227,7           4,3.59,655.1,57.87,2.02,325,5.62,7
227,8           4,2.27,695.1,65.61,3.09,225,3.43,5
227,9           5,2.57,545.5,48.26,1.64,333,6.9,1
228,0           6,3.62,596.1,60.19,1.76,338,5.62,5
228,1           4,2.24,704.9,67.34,3.03,233,3.46,5
228,2           4,3.4,620.7,57.98,2.6,239,4.12,2
228,3           4,1.27,469.3,55.39,1.44,325,5.87,5
228,4           5,3.4,544.8,53.56,1.82,300,5.6,4
228,5           3,3.19,580.4,55.75,1.92,302,5.42,3
228,6           7,2.81,597,54.49,1.85,322,5.91,6
228,7           4,1.78,632.9,70.13,2.05,309,4.41,2
228,8           4,2.38,550.6,56.05,1.68,328,5.85,3
228,9           7,2.92,733,77.82,3.13,234,3.01,5
229,0           2,2.89,720.2,75.87,1.97,365,4.81,2
229,1           1,3.21,627.1,64.88,2.74,229,3.53,1
229,2           2,2.84,499.3,49.4,1.4,357,7.23,5
229,3           3,2.46,652.1,67.17,2.73,239,3.56,4
229,4           4,2,533.6,54.03,1.52,352,6.51,5
229,5           4,1.78,440.7,46.29,1.41,313,6.76,1
229,6           6,2.75,622.2,61.76,2.2,283,4.58,5
229,7           4,3.48,536.9,47.38,1.74,308,6.5,3
229,8           5,2.38,409.9,38.42,1.37,299,7.78,6
229,9           4,2.16,658.5,68.59,2.48,265,3.86,3
230,0           3,2.38,668.7,63.1,2.39,280,4.44,5
230,1           6,4.59,568,54.67,1.95,292,5.34,4
230,2           6,3.11,606.2,57.86,2.08,292,5.05,5
230,3           4,2.73,398.9,32.49,1.45,275,8.46,3
230,4           9,2.97,488,48.34,1.44,338,6.99,6
230,5           3,3,576.9,50.8,2.01,287,5.65,3
230,6           5,1.62,684.1,70.31,2.2,311,4.42,5
230,7           3,2.94,684,75.1,2.5,274,3.65,3
230,8           3,3.27,571.3,61.26,2.1,272,4.44,3
230,9           4,2.4,664.1,62.19,2.48,268,4.31,2
231,0           2,3.65,693.8,72.45,2.29,303,4.18,3
231,1           2,2.92,708.7,62.96,2.15,329,5.23,1
231,2           3,2.48,661.6,57.95,2.48,267,4.61,6
231,3           4,3.11,574,67.92,2.23,257,3.78,5
231,4           4,3.13,663.4,67.25,2.26,294,4.37,5
231,5           4,1.89,508.2,53.15,1.88,270,5.08,2
231,6           4,3.48,478,50.3,1.54,310,6.16,4
231,7           3,1.7,534.3,59.55,2.11,253,4.25,5
231,8           7,3.11,610.5,62.96,2,305,4.84,5
231,9           6,2.35,715,78.33,2.26,317,4.05,3
232,0           4,3.16,518.3,51.05,1.57,331,6.48,3
232,1           2,4.19,800.8,69.38,3.47,231,3.33,5
232,2           6,2.86,776.6,76.78,2.42,321,4.18,5
232,3           1,2.21,579,56.72,2.25,257,4.53,5
232,4           2,2.11,596.1,55.72,1.84,324,5.81,5
232,5           5,2.65,757.8,79.69,2.12,357,4.48,2
232,6           2,3.78,633.9,68.08,1.9,333,4.89,6
232,7           1,2.54,495.7,50.58,1.94,255,5.04,4
232,8           6,2.27,511.5,49.45,1.83,280,5.66,5
232,9           2,2.4,555.7,50.08,1.54,360,7.19,5
233,0           2,2.86,579.7,54.92,1.76,329,5.99,3
233,1           2,1.94,707.9,71.87,2.13,332,4.62,3
233,2           4,2.84,548.7,54.83,1.91,287,5.23,5
233,3           4,2.21,549.4,51.27,1.81,304,5.93,6
233,4           4,2.7,446.4,40.57,1.63,274,6.75,5
233,5           2,2.7,539.7,54.39,2.01,269,4.95,3
233,6           5,3.13,687.4,66.43,2.18,315,4.74,4
233,7           6,2.24,675.4,68.38,2.2,307,4.49,5
233,8           3,3.02,563.2,51.51,1.88,299,5.8,3
233,9           4,2.4,454.2,43.62,1.61,282,6.46,5
234,0           7,3.4,592.6,61.32,2.31,256,4.17,2
234,1           7,1.92,638.1,53.78,1.88,339,6.3,5
234,2           2,2.75,566,57.52,1.72,329,5.72,3
234,3           2,3.73,554.3,57.34,2.12,261,4.55,5
234,4           8,2.21,578.1,62.03,1.84,314,5.06,1
234,5           0,0,632.5,69.99,2.24,282,4.03,5
234,6           4,1.24,520.6,51.6,1.72,302,5.85,5
234,7           9,3.65,584.6,60.66,1.93,303,5,3
234,8           3,3.05,695.7,75.69,2.19,317,4.19,5
234,9           5,2.59,666.1,66.52,2.16,308,4.63,4
235,0           4,2.35,347.7,43.32,1.03,338,7.8,4
235,1           4,0.92,615,56.66,1.96,313,5.52,6
235,2           4,3.46,571.2,57.7,2.49,229,3.97,5
235,3           4,3.16,574.8,53.98,2.55,225,4.17,3
235,4           7,3.54,701.1,77.09,2.31,303,3.93,2
235,5           8,3.38,732,72.87,2.24,327,4.49,3
235,6           3,1.57,838.4,84.85,2.53,332,3.91,5
235,7           2,2.73,621.8,61.22,1.94,321,5.24,3
235,8           8,3.94,425.7,43.32,1.22,348,8.03,5
235,9           4,3.54,585.8,52.44,2.14,274,5.23,5
236,0           3,2.54,593.3,64.56,1.86,319,4.94,3
236,1           3,2.84,404,38.93,1.5,269,6.91,4
236,2           0,0,634.7,65.04,1.7,374,5.75,3
236,3           3,3.59,515.5,48.66,2.04,253,5.2,4
236,4           4,3.7,602.4,61.35,2.85,211,3.44,4
236,5           5,3.11,738.4,70.22,2.38,310,4.41,5
236,6           5,3.78,512.7,50.6,1.75,293,5.79,5
236,7           5,1.78,633.7,70.75,2.08,305,4.31,7
236,8           7,2.05,585.2,65.26,2.11,277,4.24,2
236,9           6,2.43,538.9,53.67,1.58,342,6.37,4
237,0           4,2.67,561.8,57.19,1.81,310,5.42,5
237,1           3,4.91,682.9,66.85,2.5,273,4.08,3
237,2           3,2.73,566.4,57.43,1.82,311,5.42,3
237,3           2,2.75,647.3,69.99,2.05,316,4.51,4
237,4           5,2.27,610.1,59.66,1.94,314,5.26,2
237,5           4,2.81,519.9,41.43,1.56,333,8.04,1
237,6           3,1.57,689,79.59,2.88,239,3,2
237,7           4,2.38,585.6,50.7,1.62,362,7.14,3
237,8           7,3.4,523.6,58.74,1.62,324,5.52,1
237,9           1,3.19,597.1,59.41,1.96,304,5.12,3
238,0           2,2.73,598.7,63.1,1.64,366,5.8,4
238,1           5,2.05,569.8,57.64,2.41,236,4.09,5
238,2           8,2.94,402.2,47.16,1.12,360,7.63,5
238,3           2,2.59,565.5,52.31,1.71,330,6.31,2
238,4           3,1.73,705.7,71.43,2.33,303,4.24,4
238,5           2,3.75,721,72.46,2.71,266,3.67,6
238,6           2,2,569.7,59.93,1.95,292,4.87,4
238,7           6,2.46,517.9,55.94,1.6,323,5.77,3
238,8           5,2.4,785.4,84.1,2.27,346,4.11,5
238,9           4,2.86,583.3,62.82,1.68,348,5.54,5
239,0           5,3.29,670.7,62.51,2.17,309,4.94,4
239,1           6,2.92,582.2,56.27,1.9,306,5.44,2
239,2           7,2.97,644.1,57.9,1.84,351,6.06,2
239,3           8,2.24,390.9,39.97,1.47,266,6.65,3
239,4           5,3.02,597.3,60.06,1.71,349,5.81,3
239,5           2,3.86,706.6,67.72,2.6,272,4.02,2
239,6           3,2.86,598.6,64.6,2.05,292,4.52,2
239,7           5,3.56,649,76.74,2.69,241,3.14,5
239,8           3,3.11,521.6,54.2,1.92,271,5,6
239,9           5,3.02,449.9,50.91,1.6,281,5.52,3
240,0           4,2.27,602.9,56.62,1.98,304,5.37,5
240,1           1,3.08,716.3,76.03,2.44,293,3.85,4
240,2           4,4.13,475.4,51.2,1.45,327,6.39,4
240,3           7,3.51,475,43.72,1.35,352,8.05,5
240,4           4,4.19,552.2,61.71,2.34,236,3.82,1
240,5           6,1.73,541.3,59.11,1.49,364,6.16,2
240,6           4,2.48,624.4,59.88,1.98,315,5.26,3
240,7           6,3.62,631.2,64.88,2.32,272,4.19,6
240,8           2,2.84,610.8,65.04,2.12,288,4.43,6
240,9           2,2.35,560.8,49.42,1.6,351,7.1,5
241,0           6,2.94,445.6,45.07,1.26,355,7.88,2
241,1           5,2.51,617.3,60.42,2.3,268,4.44,3
241,2           1,2.03,661.8,78.86,2.07,320,4.06,3
241,3           9,4,712.6,67.71,2.69,265,3.91,4
